Pools	PopA	PopO	PopC	PopX	Estimate
Pool2,Pool8;Pool5,Pool6	EBAT_1	EEUA_2	EERU_1	EERU_2	1.4912668701017e-06
Pool2,Pool8;Pool5,Pool7	EBAT_1	EEUA_2	EERU_1	EEUA_1	0.0012206995555755198
Pool2,Pool8;Pool5,Pool9	EBAT_1	EEUA_2	EERU_1	TRK_1	-0.00106858339553545
Pool2,Pool8;Pool5,Pool10	EBAT_1	EEUA_2	EERU_1	WBDE_1	-0.00179457714417941
Pool2,Pool8;Pool5,Pool11	EBAT_1	EEUA_2	EERU_1	WBIT_1	-0.000870583051703899
Pool2,Pool8;Pool5,Pool12	EBAT_1	EEUA_2	EERU_1	WEES_1	-0.00149448451488871
Pool2,Pool8;Pool5,Pool13	EBAT_1	EEUA_2	EERU_1	WEES_2	-0.00171101388307848
Pool2,Pool8;Pool5,Pool14	EBAT_1	EEUA_2	EERU_1	WEFR_1	-0.00164289916395555
Pool2,Pool8;Pool5,Pool15	EBAT_1	EEUA_2	EERU_1	WEFR_2	-0.0012661476490842302
Pool2,Pool8;Pool5,Pool16	EBAT_1	EEUA_2	EERU_1	CNXJ	-0.00114335678047245
Pool2,Pool8;Pool5,Pool17	EBAT_1	EEUA_2	EERU_1	CnOther	-0.00150953551809413
Pool2,Pool8;Pool5,Pool18	EBAT_1	EEUA_2	EERU_1	CnQTP	-0.00159674127994125
Pool2,Pool8;Pool5,Pool19	EBAT_1	EEUA_2	EERU_1	ISR	-0.0037611635130392297
Pool2,Pool8;Pool5,Pool20	EBAT_1	EEUA_2	EERU_1	DGN	-0.00518971868496465
Pool2,Pool8;Pool5,Pool21	EBAT_1	EEUA_2	EERU_1	DrosSim	-0.00012966735363684198
Pool2,Pool8;Pool6,Pool7	EBAT_1	EEUA_2	EERU_2	EEUA_1	0.0012192082887054199
Pool2,Pool8;Pool6,Pool9	EBAT_1	EEUA_2	EERU_2	TRK_1	-0.00107007466240555
Pool2,Pool8;Pool6,Pool10	EBAT_1	EEUA_2	EERU_2	WBDE_1	-0.0017960684110495102
Pool2,Pool8;Pool6,Pool11	EBAT_1	EEUA_2	EERU_2	WBIT_1	-0.000872074318574001
Pool2,Pool8;Pool6,Pool12	EBAT_1	EEUA_2	EERU_2	WEES_1	-0.00149597578175881
Pool2,Pool8;Pool6,Pool13	EBAT_1	EEUA_2	EERU_2	WEES_2	-0.00171250514994858
Pool2,Pool8;Pool6,Pool14	EBAT_1	EEUA_2	EERU_2	WEFR_1	-0.00164439043082565
Pool2,Pool8;Pool6,Pool15	EBAT_1	EEUA_2	EERU_2	WEFR_2	-0.0012676389159543301
Pool2,Pool8;Pool6,Pool16	EBAT_1	EEUA_2	EERU_2	CNXJ	-0.00114484804734255
Pool2,Pool8;Pool6,Pool17	EBAT_1	EEUA_2	EERU_2	CnOther	-0.00151102678496423
Pool2,Pool8;Pool6,Pool18	EBAT_1	EEUA_2	EERU_2	CnQTP	-0.00159823254681135
Pool2,Pool8;Pool6,Pool19	EBAT_1	EEUA_2	EERU_2	ISR	-0.00376265477990934
Pool2,Pool8;Pool6,Pool20	EBAT_1	EEUA_2	EERU_2	DGN	-0.00519120995183475
Pool2,Pool8;Pool6,Pool21	EBAT_1	EEUA_2	EERU_2	DrosSim	-0.00013115862050694398
Pool2,Pool8;Pool7,Pool9	EBAT_1	EEUA_2	EEUA_1	TRK_1	-0.00228928295111097
Pool2,Pool8;Pool7,Pool10	EBAT_1	EEUA_2	EEUA_1	WBDE_1	-0.00301527669975493
Pool2,Pool8;Pool7,Pool11	EBAT_1	EEUA_2	EEUA_1	WBIT_1	-0.0020912826072794198
Pool2,Pool8;Pool7,Pool12	EBAT_1	EEUA_2	EEUA_1	WEES_1	-0.00271518407046423
Pool2,Pool8;Pool7,Pool13	EBAT_1	EEUA_2	EEUA_1	WEES_2	-0.002931713438654
Pool2,Pool8;Pool7,Pool14	EBAT_1	EEUA_2	EEUA_1	WEFR_1	-0.00286359871953107
Pool2,Pool8;Pool7,Pool15	EBAT_1	EEUA_2	EEUA_1	WEFR_2	-0.00248684720465975
Pool2,Pool8;Pool7,Pool16	EBAT_1	EEUA_2	EEUA_1	CNXJ	-0.00236405633604797
Pool2,Pool8;Pool7,Pool17	EBAT_1	EEUA_2	EEUA_1	CnOther	-0.00273023507366965
Pool2,Pool8;Pool7,Pool18	EBAT_1	EEUA_2	EEUA_1	CnQTP	-0.00281744083551677
Pool2,Pool8;Pool7,Pool19	EBAT_1	EEUA_2	EEUA_1	ISR	-0.00498186306861476
Pool2,Pool8;Pool7,Pool20	EBAT_1	EEUA_2	EEUA_1	DGN	-0.0064104182405401704
Pool2,Pool8;Pool7,Pool21	EBAT_1	EEUA_2	EEUA_1	DrosSim	-0.00135036690921236
Pool2,Pool8;Pool9,Pool10	EBAT_1	EEUA_2	TRK_1	WBDE_1	-0.00072599374864396
Pool2,Pool8;Pool9,Pool11	EBAT_1	EEUA_2	TRK_1	WBIT_1	0.00019800034383155
Pool2,Pool8;Pool9,Pool12	EBAT_1	EEUA_2	TRK_1	WEES_1	-0.000425901119353256
Pool2,Pool8;Pool9,Pool13	EBAT_1	EEUA_2	TRK_1	WEES_2	-0.000642430487543033
Pool2,Pool8;Pool9,Pool14	EBAT_1	EEUA_2	TRK_1	WEFR_1	-0.000574315768420097
Pool2,Pool8;Pool9,Pool15	EBAT_1	EEUA_2	TRK_1	WEFR_2	-0.000197564253548776
Pool2,Pool8;Pool9,Pool16	EBAT_1	EEUA_2	TRK_1	CNXJ	-7.47733849369991e-05
Pool2,Pool8;Pool9,Pool17	EBAT_1	EEUA_2	TRK_1	CnOther	-0.00044095212255868
Pool2,Pool8;Pool9,Pool18	EBAT_1	EEUA_2	TRK_1	CnQTP	-0.0005281578844058
Pool2,Pool8;Pool9,Pool19	EBAT_1	EEUA_2	TRK_1	ISR	-0.00269258011750378
Pool2,Pool8;Pool9,Pool20	EBAT_1	EEUA_2	TRK_1	DGN	-0.0041211352894292
Pool2,Pool8;Pool9,Pool21	EBAT_1	EEUA_2	TRK_1	DrosSim	0.000938916041898608
Pool2,Pool8;Pool10,Pool11	EBAT_1	EEUA_2	WBDE_1	WBIT_1	0.0009239940924755109
Pool2,Pool8;Pool10,Pool12	EBAT_1	EEUA_2	WBDE_1	WEES_1	0.000300092629290705
Pool2,Pool8;Pool10,Pool13	EBAT_1	EEUA_2	WBDE_1	WEES_2	8.35632611009274e-05
Pool2,Pool8;Pool10,Pool14	EBAT_1	EEUA_2	WBDE_1	WEFR_1	0.00015167798022386298
Pool2,Pool8;Pool10,Pool15	EBAT_1	EEUA_2	WBDE_1	WEFR_2	0.000528429495095184
Pool2,Pool8;Pool10,Pool16	EBAT_1	EEUA_2	WBDE_1	CNXJ	0.000651220363706961
Pool2,Pool8;Pool10,Pool17	EBAT_1	EEUA_2	WBDE_1	CnOther	0.000285041626085281
Pool2,Pool8;Pool10,Pool18	EBAT_1	EEUA_2	WBDE_1	CnQTP	0.000197835864238161
Pool2,Pool8;Pool10,Pool19	EBAT_1	EEUA_2	WBDE_1	ISR	-0.00196658636885982
Pool2,Pool8;Pool10,Pool20	EBAT_1	EEUA_2	WBDE_1	DGN	-0.00339514154078524
Pool2,Pool8;Pool10,Pool21	EBAT_1	EEUA_2	WBDE_1	DrosSim	0.00166490979054257
Pool2,Pool8;Pool11,Pool12	EBAT_1	EEUA_2	WBIT_1	WEES_1	-0.000623901463184806
Pool2,Pool8;Pool11,Pool13	EBAT_1	EEUA_2	WBIT_1	WEES_2	-0.000840430831374583
Pool2,Pool8;Pool11,Pool14	EBAT_1	EEUA_2	WBIT_1	WEFR_1	-0.0007723161122516481
Pool2,Pool8;Pool11,Pool15	EBAT_1	EEUA_2	WBIT_1	WEFR_2	-0.000395564597380327
Pool2,Pool8;Pool11,Pool16	EBAT_1	EEUA_2	WBIT_1	CNXJ	-0.000272773728768549
Pool2,Pool8;Pool11,Pool17	EBAT_1	EEUA_2	WBIT_1	CnOther	-0.00063895246639023
Pool2,Pool8;Pool11,Pool18	EBAT_1	EEUA_2	WBIT_1	CnQTP	-0.00072615822823735
Pool2,Pool8;Pool11,Pool19	EBAT_1	EEUA_2	WBIT_1	ISR	-0.00289058046133533
Pool2,Pool8;Pool11,Pool20	EBAT_1	EEUA_2	WBIT_1	DGN	-0.00431913563326075
Pool2,Pool8;Pool11,Pool21	EBAT_1	EEUA_2	WBIT_1	DrosSim	0.000740915698067057
Pool2,Pool8;Pool12,Pool13	EBAT_1	EEUA_2	WEES_1	WEES_2	-0.000216529368189777
Pool2,Pool8;Pool12,Pool14	EBAT_1	EEUA_2	WEES_1	WEFR_1	-0.000148414649066841
Pool2,Pool8;Pool12,Pool15	EBAT_1	EEUA_2	WEES_1	WEFR_2	0.000228336865804479
Pool2,Pool8;Pool12,Pool16	EBAT_1	EEUA_2	WEES_1	CNXJ	0.000351127734416257
Pool2,Pool8;Pool12,Pool17	EBAT_1	EEUA_2	WEES_1	CnOther	-1.50510032054241e-05
Pool2,Pool8;Pool12,Pool18	EBAT_1	EEUA_2	WEES_1	CnQTP	-0.000102256765052544
Pool2,Pool8;Pool12,Pool19	EBAT_1	EEUA_2	WEES_1	ISR	-0.00226667899815053
Pool2,Pool8;Pool12,Pool20	EBAT_1	EEUA_2	WEES_1	DGN	-0.00369523417007595
Pool2,Pool8;Pool12,Pool21	EBAT_1	EEUA_2	WEES_1	DrosSim	0.00136481716125186
Pool2,Pool8;Pool13,Pool14	EBAT_1	EEUA_2	WEES_2	WEFR_1	6.81147191229359e-05
Pool2,Pool8;Pool13,Pool15	EBAT_1	EEUA_2	WEES_2	WEFR_2	0.00044486623399425705
Pool2,Pool8;Pool13,Pool16	EBAT_1	EEUA_2	WEES_2	CNXJ	0.000567657102606034
Pool2,Pool8;Pool13,Pool17	EBAT_1	EEUA_2	WEES_2	CnOther	0.00020147836498435301
Pool2,Pool8;Pool13,Pool18	EBAT_1	EEUA_2	WEES_2	CnQTP	0.00011427260313723301
Pool2,Pool8;Pool13,Pool19	EBAT_1	EEUA_2	WEES_2	ISR	-0.00205014962996075
Pool2,Pool8;Pool13,Pool20	EBAT_1	EEUA_2	WEES_2	DGN	-0.00347870480188617
Pool2,Pool8;Pool13,Pool21	EBAT_1	EEUA_2	WEES_2	DrosSim	0.00158134652944164
Pool2,Pool8;Pool14,Pool15	EBAT_1	EEUA_2	WEFR_1	WEFR_2	0.000376751514871321
Pool2,Pool8;Pool14,Pool16	EBAT_1	EEUA_2	WEFR_1	CNXJ	0.0004995423834830981
Pool2,Pool8;Pool14,Pool17	EBAT_1	EEUA_2	WEFR_1	CnOther	0.000133363645861417
Pool2,Pool8;Pool14,Pool18	EBAT_1	EEUA_2	WEFR_1	CnQTP	4.6157884014297296e-05
Pool2,Pool8;Pool14,Pool19	EBAT_1	EEUA_2	WEFR_1	ISR	-0.00211826434908369
Pool2,Pool8;Pool14,Pool20	EBAT_1	EEUA_2	WEFR_1	DGN	-0.0035468195210091
Pool2,Pool8;Pool14,Pool21	EBAT_1	EEUA_2	WEFR_1	DrosSim	0.0015132318103187
Pool2,Pool8;Pool15,Pool16	EBAT_1	EEUA_2	WEFR_2	CNXJ	0.000122790868611777
Pool2,Pool8;Pool15,Pool17	EBAT_1	EEUA_2	WEFR_2	CnOther	-0.00024338786900990298
Pool2,Pool8;Pool15,Pool18	EBAT_1	EEUA_2	WEFR_2	CnQTP	-0.000330593630857023
Pool2,Pool8;Pool15,Pool19	EBAT_1	EEUA_2	WEFR_2	ISR	-0.00249501586395501
Pool2,Pool8;Pool15,Pool20	EBAT_1	EEUA_2	WEFR_2	DGN	-0.00392357103588042
Pool2,Pool8;Pool15,Pool21	EBAT_1	EEUA_2	WEFR_2	DrosSim	0.0011364802954473801
Pool2,Pool8;Pool16,Pool17	EBAT_1	EEUA_2	CNXJ	CnOther	-0.000366178737621681
Pool2,Pool8;Pool16,Pool18	EBAT_1	EEUA_2	CNXJ	CnQTP	-0.000453384499468801
Pool2,Pool8;Pool16,Pool19	EBAT_1	EEUA_2	CNXJ	ISR	-0.0026178067325667896
Pool2,Pool8;Pool16,Pool20	EBAT_1	EEUA_2	CNXJ	DGN	-0.0040463619044922
Pool2,Pool8;Pool16,Pool21	EBAT_1	EEUA_2	CNXJ	DrosSim	0.00101368942683561
Pool2,Pool8;Pool17,Pool18	EBAT_1	EEUA_2	CnOther	CnQTP	-8.720576184711999e-05
Pool2,Pool8;Pool17,Pool19	EBAT_1	EEUA_2	CnOther	ISR	-0.0022516279949451
Pool2,Pool8;Pool17,Pool20	EBAT_1	EEUA_2	CnOther	DGN	-0.0036801831668705205
Pool2,Pool8;Pool17,Pool21	EBAT_1	EEUA_2	CnOther	DrosSim	0.00137986816445729
Pool2,Pool8;Pool18,Pool19	EBAT_1	EEUA_2	CnQTP	ISR	-0.00216442223309798
Pool2,Pool8;Pool18,Pool20	EBAT_1	EEUA_2	CnQTP	DGN	-0.0035929774050234
Pool2,Pool8;Pool18,Pool21	EBAT_1	EEUA_2	CnQTP	DrosSim	0.0014670739263044099
Pool2,Pool8;Pool19,Pool20	EBAT_1	EEUA_2	ISR	DGN	-0.0014285551719254198
Pool2,Pool8;Pool19,Pool21	EBAT_1	EEUA_2	ISR	DrosSim	0.00363149615940239
Pool2,Pool8;Pool20,Pool21	EBAT_1	EEUA_2	DGN	DrosSim	0.00506005133132781
Pool2,Pool9;Pool3,Pool4	EBAT_1	TRK_1	EBHU_1	EBPL_1	0.00108375567805258
Pool2,Pool9;Pool3,Pool5	EBAT_1	TRK_1	EBHU_1	EERU_1	0.0016812623505358401
Pool2,Pool9;Pool3,Pool6	EBAT_1	TRK_1	EBHU_1	EERU_2	0.00205325042678339
Pool2,Pool9;Pool3,Pool7	EBAT_1	TRK_1	EBHU_1	EEUA_1	0.00041141396720295603
Pool2,Pool9;Pool3,Pool8	EBAT_1	TRK_1	EBHU_1	EEUA_2	0.00023209620941982997
Pool2,Pool9;Pool3,Pool10	EBAT_1	TRK_1	EBHU_1	WBDE_1	0.00246496822576947
Pool2,Pool9;Pool3,Pool11	EBAT_1	TRK_1	EBHU_1	WBIT_1	0.0031539303625540698
Pool2,Pool9;Pool3,Pool12	EBAT_1	TRK_1	EBHU_1	WEES_1	0.00339676736638261
Pool2,Pool9;Pool3,Pool13	EBAT_1	TRK_1	EBHU_1	WEES_2	0.00336119171449079
Pool2,Pool9;Pool3,Pool14	EBAT_1	TRK_1	EBHU_1	WEFR_1	0.00247522546137213
Pool2,Pool9;Pool3,Pool15	EBAT_1	TRK_1	EBHU_1	WEFR_2	0.00279779830587662
Pool2,Pool9;Pool3,Pool16	EBAT_1	TRK_1	EBHU_1	CNXJ	0.0038070196938713202
Pool2,Pool9;Pool3,Pool17	EBAT_1	TRK_1	EBHU_1	CnOther	0.00415086181081992
Pool2,Pool9;Pool3,Pool18	EBAT_1	TRK_1	EBHU_1	CnQTP	0.0038884613821809602
Pool2,Pool9;Pool3,Pool19	EBAT_1	TRK_1	EBHU_1	ISR	0.00254637410939651
Pool2,Pool9;Pool3,Pool20	EBAT_1	TRK_1	EBHU_1	DGN	0.00024364502265095098
Pool2,Pool9;Pool3,Pool21	EBAT_1	TRK_1	EBHU_1	DrosSim	0.00946349076789404
Pool2,Pool9;Pool4,Pool5	EBAT_1	TRK_1	EBPL_1	EERU_1	0.0005975066724832611
Pool2,Pool9;Pool4,Pool6	EBAT_1	TRK_1	EBPL_1	EERU_2	0.0009694947487308151
Pool2,Pool9;Pool4,Pool7	EBAT_1	TRK_1	EBPL_1	EEUA_1	-0.000672341710849622
Pool2,Pool9;Pool4,Pool8	EBAT_1	TRK_1	EBPL_1	EEUA_2	-0.000851659468632748
Pool2,Pool9;Pool4,Pool10	EBAT_1	TRK_1	EBPL_1	WBDE_1	0.00138121254771689
Pool2,Pool9;Pool4,Pool11	EBAT_1	TRK_1	EBPL_1	WBIT_1	0.00207017468450149
Pool2,Pool9;Pool4,Pool12	EBAT_1	TRK_1	EBPL_1	WEES_1	0.00231301168833004
Pool2,Pool9;Pool4,Pool13	EBAT_1	TRK_1	EBPL_1	WEES_2	0.00227743603643821
Pool2,Pool9;Pool4,Pool14	EBAT_1	TRK_1	EBPL_1	WEFR_1	0.00139146978331955
Pool2,Pool9;Pool4,Pool15	EBAT_1	TRK_1	EBPL_1	WEFR_2	0.00171404262782404
Pool2,Pool9;Pool4,Pool16	EBAT_1	TRK_1	EBPL_1	CNXJ	0.00272326401581874
Pool2,Pool9;Pool4,Pool17	EBAT_1	TRK_1	EBPL_1	CnOther	0.0030671061327673397
Pool2,Pool9;Pool4,Pool18	EBAT_1	TRK_1	EBPL_1	CnQTP	0.00280470570412839
Pool2,Pool9;Pool4,Pool19	EBAT_1	TRK_1	EBPL_1	ISR	0.0014626184313439301
Pool2,Pool9;Pool4,Pool20	EBAT_1	TRK_1	EBPL_1	DGN	-0.000840110655401627
Pool2,Pool9;Pool4,Pool21	EBAT_1	TRK_1	EBPL_1	DrosSim	0.00837973508984147
Pool2,Pool9;Pool5,Pool6	EBAT_1	TRK_1	EERU_1	EERU_2	0.000371988076247554
Pool2,Pool9;Pool5,Pool7	EBAT_1	TRK_1	EERU_1	EEUA_1	-0.00126984838333288
Pool2,Pool9;Pool5,Pool8	EBAT_1	TRK_1	EERU_1	EEUA_2	-0.00144916614111601
Pool2,Pool9;Pool5,Pool10	EBAT_1	TRK_1	EERU_1	WBDE_1	0.000783705875233631
Pool2,Pool9;Pool5,Pool11	EBAT_1	TRK_1	EERU_1	WBIT_1	0.00147266801201823
Pool2,Pool9;Pool5,Pool12	EBAT_1	TRK_1	EERU_1	WEES_1	0.0017155050158467698
Pool2,Pool9;Pool5,Pool13	EBAT_1	TRK_1	EERU_1	WEES_2	0.00167992936395495
Pool2,Pool9;Pool5,Pool14	EBAT_1	TRK_1	EERU_1	WEFR_1	0.000793963110836293
Pool2,Pool9;Pool5,Pool15	EBAT_1	TRK_1	EERU_1	WEFR_2	0.00111653595534078
Pool2,Pool9;Pool5,Pool16	EBAT_1	TRK_1	EERU_1	CNXJ	0.00212575734333548
Pool2,Pool9;Pool5,Pool17	EBAT_1	TRK_1	EERU_1	CnOther	0.0024695994602840802
Pool2,Pool9;Pool5,Pool18	EBAT_1	TRK_1	EERU_1	CnQTP	0.00220719903164512
Pool2,Pool9;Pool5,Pool19	EBAT_1	TRK_1	EERU_1	ISR	0.00086511175886067
Pool2,Pool9;Pool5,Pool20	EBAT_1	TRK_1	EERU_1	DGN	-0.00143761732788489
Pool2,Pool9;Pool5,Pool21	EBAT_1	TRK_1	EERU_1	DrosSim	0.007782228417358209
Pool2,Pool9;Pool6,Pool7	EBAT_1	TRK_1	EERU_2	EEUA_1	-0.0016418364595804401
Pool2,Pool9;Pool6,Pool8	EBAT_1	TRK_1	EERU_2	EEUA_2	-0.00182115421736356
Pool2,Pool9;Pool6,Pool10	EBAT_1	TRK_1	EERU_2	WBDE_1	0.00041171779898607796
Pool2,Pool9;Pool6,Pool11	EBAT_1	TRK_1	EERU_2	WBIT_1	0.0011006799357706802
Pool2,Pool9;Pool6,Pool12	EBAT_1	TRK_1	EERU_2	WEES_1	0.00134351693959922
Pool2,Pool9;Pool6,Pool13	EBAT_1	TRK_1	EERU_2	WEES_2	0.00130794128770739
Pool2,Pool9;Pool6,Pool14	EBAT_1	TRK_1	EERU_2	WEFR_1	0.00042197503458873996
Pool2,Pool9;Pool6,Pool15	EBAT_1	TRK_1	EERU_2	WEFR_2	0.000744547879093227
Pool2,Pool9;Pool6,Pool16	EBAT_1	TRK_1	EERU_2	CNXJ	0.00175376926708792
Pool2,Pool9;Pool6,Pool17	EBAT_1	TRK_1	EERU_2	CnOther	0.00209761138403652
Pool2,Pool9;Pool6,Pool18	EBAT_1	TRK_1	EERU_2	CnQTP	0.00183521095539757
Pool2,Pool9;Pool6,Pool19	EBAT_1	TRK_1	EERU_2	ISR	0.000493123682613117
Pool2,Pool9;Pool6,Pool20	EBAT_1	TRK_1	EERU_2	DGN	-0.00180960540413244
Pool2,Pool9;Pool6,Pool21	EBAT_1	TRK_1	EERU_2	DrosSim	0.00741024034111065
Pool2,Pool9;Pool7,Pool8	EBAT_1	TRK_1	EEUA_1	EEUA_2	-0.000179317757783126
Pool2,Pool9;Pool7,Pool10	EBAT_1	TRK_1	EEUA_1	WBDE_1	0.00205355425856651
Pool2,Pool9;Pool7,Pool11	EBAT_1	TRK_1	EEUA_1	WBIT_1	0.0027425163953511103
Pool2,Pool9;Pool7,Pool12	EBAT_1	TRK_1	EEUA_1	WEES_1	0.0029853533991796603
Pool2,Pool9;Pool7,Pool13	EBAT_1	TRK_1	EEUA_1	WEES_2	0.00294977774728783
Pool2,Pool9;Pool7,Pool14	EBAT_1	TRK_1	EEUA_1	WEFR_1	0.00206381149416918
Pool2,Pool9;Pool7,Pool15	EBAT_1	TRK_1	EEUA_1	WEFR_2	0.0023863843386736604
Pool2,Pool9;Pool7,Pool16	EBAT_1	TRK_1	EEUA_1	CNXJ	0.0033956057266683604
Pool2,Pool9;Pool7,Pool17	EBAT_1	TRK_1	EEUA_1	CnOther	0.00373944784361696
Pool2,Pool9;Pool7,Pool18	EBAT_1	TRK_1	EEUA_1	CnQTP	0.0034770474149780103
Pool2,Pool9;Pool7,Pool19	EBAT_1	TRK_1	EEUA_1	ISR	0.00213496014219355
Pool2,Pool9;Pool7,Pool20	EBAT_1	TRK_1	EEUA_1	DGN	-0.000167768944552005
Pool2,Pool9;Pool7,Pool21	EBAT_1	TRK_1	EEUA_1	DrosSim	0.00905207680069109
Pool2,Pool9;Pool8,Pool10	EBAT_1	TRK_1	EEUA_2	WBDE_1	0.00223287201634964
Pool2,Pool9;Pool8,Pool11	EBAT_1	TRK_1	EEUA_2	WBIT_1	0.00292183415313424
Pool2,Pool9;Pool8,Pool12	EBAT_1	TRK_1	EEUA_2	WEES_1	0.00316467115696278
Pool2,Pool9;Pool8,Pool13	EBAT_1	TRK_1	EEUA_2	WEES_2	0.00312909550507096
Pool2,Pool9;Pool8,Pool14	EBAT_1	TRK_1	EEUA_2	WEFR_1	0.0022431292519523
Pool2,Pool9;Pool8,Pool15	EBAT_1	TRK_1	EEUA_2	WEFR_2	0.00256570209645679
Pool2,Pool9;Pool8,Pool16	EBAT_1	TRK_1	EEUA_2	CNXJ	0.00357492348445149
Pool2,Pool9;Pool8,Pool17	EBAT_1	TRK_1	EEUA_2	CnOther	0.00391876560140009
Pool2,Pool9;Pool8,Pool18	EBAT_1	TRK_1	EEUA_2	CnQTP	0.0036563651727611296
Pool2,Pool9;Pool8,Pool19	EBAT_1	TRK_1	EEUA_2	ISR	0.00231427789997668
Pool2,Pool9;Pool8,Pool20	EBAT_1	TRK_1	EEUA_2	DGN	1.15488132311214e-05
Pool2,Pool9;Pool8,Pool21	EBAT_1	TRK_1	EEUA_2	DrosSim	0.00923139455847422
Pool2,Pool9;Pool10,Pool11	EBAT_1	TRK_1	WBDE_1	WBIT_1	0.000688962136784599
Pool2,Pool9;Pool10,Pool12	EBAT_1	TRK_1	WBDE_1	WEES_1	0.000931799140613143
Pool2,Pool9;Pool10,Pool13	EBAT_1	TRK_1	WBDE_1	WEES_2	0.0008962234887213151
Pool2,Pool9;Pool10,Pool14	EBAT_1	TRK_1	WBDE_1	WEFR_1	1.0257235602662e-05
Pool2,Pool9;Pool10,Pool15	EBAT_1	TRK_1	WBDE_1	WEFR_2	0.00033283008010714905
Pool2,Pool9;Pool10,Pool16	EBAT_1	TRK_1	WBDE_1	CNXJ	0.00134205146810185
Pool2,Pool9;Pool10,Pool17	EBAT_1	TRK_1	WBDE_1	CnOther	0.00168589358505045
Pool2,Pool9;Pool10,Pool18	EBAT_1	TRK_1	WBDE_1	CnQTP	0.00142349315641149
Pool2,Pool9;Pool10,Pool19	EBAT_1	TRK_1	WBDE_1	ISR	8.140588362703929e-05
Pool2,Pool9;Pool10,Pool20	EBAT_1	TRK_1	WBDE_1	DGN	-0.0022213232031185197
Pool2,Pool9;Pool10,Pool21	EBAT_1	TRK_1	WBDE_1	DrosSim	0.00699852254212457
Pool2,Pool9;Pool11,Pool12	EBAT_1	TRK_1	WBIT_1	WEES_1	0.000242837003828544
Pool2,Pool9;Pool11,Pool13	EBAT_1	TRK_1	WBIT_1	WEES_2	0.000207261351936716
Pool2,Pool9;Pool11,Pool14	EBAT_1	TRK_1	WBIT_1	WEFR_1	-0.000678704901181937
Pool2,Pool9;Pool11,Pool15	EBAT_1	TRK_1	WBIT_1	WEFR_2	-0.00035613205667745
Pool2,Pool9;Pool11,Pool16	EBAT_1	TRK_1	WBIT_1	CNXJ	0.000653089331317247
Pool2,Pool9;Pool11,Pool17	EBAT_1	TRK_1	WBIT_1	CnOther	0.000996931448265848
Pool2,Pool9;Pool11,Pool18	EBAT_1	TRK_1	WBIT_1	CnQTP	0.000734531019626894
Pool2,Pool9;Pool11,Pool19	EBAT_1	TRK_1	WBIT_1	ISR	-0.00060755625315756
Pool2,Pool9;Pool11,Pool20	EBAT_1	TRK_1	WBIT_1	DGN	-0.00291028533990312
Pool2,Pool9;Pool11,Pool21	EBAT_1	TRK_1	WBIT_1	DrosSim	0.00630956040533998
Pool2,Pool9;Pool12,Pool13	EBAT_1	TRK_1	WEES_1	WEES_2	-3.55756518918282e-05
Pool2,Pool9;Pool12,Pool14	EBAT_1	TRK_1	WEES_1	WEFR_1	-0.0009215419050104811
Pool2,Pool9;Pool12,Pool15	EBAT_1	TRK_1	WEES_1	WEFR_2	-0.0005989690605059941
Pool2,Pool9;Pool12,Pool16	EBAT_1	TRK_1	WEES_1	CNXJ	0.000410252327488703
Pool2,Pool9;Pool12,Pool17	EBAT_1	TRK_1	WEES_1	CnOther	0.000754094444437303
Pool2,Pool9;Pool12,Pool18	EBAT_1	TRK_1	WEES_1	CnQTP	0.00049169401579835
Pool2,Pool9;Pool12,Pool19	EBAT_1	TRK_1	WEES_1	ISR	-0.000850393256986104
Pool2,Pool9;Pool12,Pool20	EBAT_1	TRK_1	WEES_1	DGN	-0.0031531223437316603
Pool2,Pool9;Pool12,Pool21	EBAT_1	TRK_1	WEES_1	DrosSim	0.00606672340151143
Pool2,Pool9;Pool13,Pool14	EBAT_1	TRK_1	WEES_2	WEFR_1	-0.000885966253118653
Pool2,Pool9;Pool13,Pool15	EBAT_1	TRK_1	WEES_2	WEFR_2	-0.000563393408614166
Pool2,Pool9;Pool13,Pool16	EBAT_1	TRK_1	WEES_2	CNXJ	0.000445827979380531
Pool2,Pool9;Pool13,Pool17	EBAT_1	TRK_1	WEES_2	CnOther	0.000789670096329131
Pool2,Pool9;Pool13,Pool18	EBAT_1	TRK_1	WEES_2	CnQTP	0.000527269667690178
Pool2,Pool9;Pool13,Pool19	EBAT_1	TRK_1	WEES_2	ISR	-0.000814817605094276
Pool2,Pool9;Pool13,Pool20	EBAT_1	TRK_1	WEES_2	DGN	-0.00311754669183983
Pool2,Pool9;Pool13,Pool21	EBAT_1	TRK_1	WEES_2	DrosSim	0.00610229905340326
Pool2,Pool9;Pool14,Pool15	EBAT_1	TRK_1	WEFR_1	WEFR_2	0.000322572844504487
Pool2,Pool9;Pool14,Pool16	EBAT_1	TRK_1	WEFR_1	CNXJ	0.0013317942324991801
Pool2,Pool9;Pool14,Pool17	EBAT_1	TRK_1	WEFR_1	CnOther	0.00167563634944778
Pool2,Pool9;Pool14,Pool18	EBAT_1	TRK_1	WEFR_1	CnQTP	0.0014132359208088301
Pool2,Pool9;Pool14,Pool19	EBAT_1	TRK_1	WEFR_1	ISR	7.11486480243773e-05
Pool2,Pool9;Pool14,Pool20	EBAT_1	TRK_1	WEFR_1	DGN	-0.00223158043872118
