F4,Group,Origin
0.1419900117012751,Western,NoHet
0.1000341570401019,Western,NoHet
0.0923370352152654,Western,NoHet
0.1015205940750134,Western,NoHet
0.1208695677431141,Western,NoHet
0.1452475565749531,Western,NoHet
0.1399386534096525,Western,NoHet
0.0781782163420963,Western,NoHet
0.0904719921170553,Western,NoHet
0.1182642612913864,Western,NoHet
0.0819663283694303,Western,NoHet
0.0804830912075071,Western,NoHet
0.1138810860338812,Western,NoHet
0.1008445821522845,Western,NoHet
0.7221476968700546,Western,NoHet
0.086207200659208,Western,NoHet
0.0928504005103947,Western,NoHet
0.1310968895123616,Western,NoHet
0.1246203941168702,Western,NoHet
0.0968435444286832,Western,NoHet
0.0998842887417281,Western,NoHet
0.0840162986653461,Western,NoHet
0.0634703269129022,Western,NoHet
0.049028401839261,Western,NoHet
0.0939026416522406,Western,NoHet
0.054880373644343,Western,NoHet
0.1177599992504192,Western,NoHet
0.0540025347586525,Western,NoHet
0.0543442924376771,Western,NoHet
0.088338661101639,Western,NoHet
0.0958329512995532,Western,NoHet
0.0813873677255396,Western,NoHet
0.1181059272461078,Western,NoHet
0.0827608186513042,Western,NoHet
0.088866215078603,Western,NoHet
0.0765529210214781,Western,NoHet
0.0541343884870215,Western,NoHet
0.0693760288280467,Western,NoHet
0.0731711677785704,Western,NoHet
0.0349649143993011,Western,NoHet
0.0656268081797415,Western,NoHet
0.6566571338841518,Western,NoHet
0.049164194514027,Western,NoHet
0.0492715944187065,Western,NoHet
0.0532952839701852,Western,NoHet
0.0211128715612136,Eastern_Border,NoHet
0.0514914875112184,Eastern_Border,NoHet
0.0420200131425287,Eastern_Border,NoHet
0.0869700826587887,Eastern_Border,NoHet
0.0594933063487264,Western_Border,NoHet
0.0655266004797809,Western_Border,NoHet
0.069425880479166,Western_Border,NoHet
0.0478917360103787,Western_Border,NoHet
0.0632919969603995,Western_Border,NoHet
0.1200976946679921,Western_Border,NoHet
0.0331695572307231,Western,NoHet
0.0527028544416181,Western,NoHet
0.0050799924840665,Western,NoHet
0.1056157465703639,Western,NoHet
0.0832389353617666,Eastern_Border,NoHet
0.0835508043833359,Eastern_Border,NoHet
0.0534196757829958,Eastern_Border,NoHet
0.064526625050771,Eastern_Border,NoHet
0.0483913371911675,Eastern_Border,NoHet
0.0582356427531509,Eastern_Border,NoHet
0.050662986516754,Eastern_Border,NoHet
0.0534929746946792,Eastern_Border,NoHet
0.0476245213861326,Eastern_Border,NoHet
0.1019660883404054,Eastern_Border,NoHet
0.1045919473780201,Eastern_Border,NoHet
0.075532882357356,Eastern_Border,NoHet
0.0735268130576722,Eastern_Border,NoHet
0.0574734423095419,Eastern_Border,NoHet
0.0539961766761993,Eastern_Border,NoHet
0.038856003859762,Eastern_Border,NoHet
0.0443051966639818,Eastern_Border,NoHet
0.0513859516977248,Eastern_Border,NoHet
0.096818990417405,Eastern_Border,NoHet
0.1023770721888142,Eastern_Border,NoHet
0.0511750476557681,Eastern,NoHet
0.0515092714020488,Eastern,NoHet
0.0669570615540311,Eastern,NoHet
0.1069282873518959,Eastern,NoHet
0.1127961029275494,Eastern,NoHet
0.083576256059862,Eastern,NoHet
0.0370399590724019,Eastern,NoHet
0.0460182544289451,Eastern,NoHet
0.0740356460848552,Eastern,NoHet
0.0908793917524246,Eastern,NoHet
0.0994506021995391,Eastern,NoHet
0.0112449485808139,Eastern,NoHet
0.0418774746092809,Eastern,NoHet
0.0445918460242793,Eastern,NoHet
0.0470166735403676,Eastern,NoHet
0.0358612519666412,Eastern,NoHet
0.079164020337537,Eastern,NoHet
0.0251539230227304,Eastern,NoHet
0.0199291587009857,Eastern,NoHet
0.0448315645795203,Eastern,NoHet
0.0489840335146352,Western,NoHet
0.0600203024441512,Western,NoHet
0.04078533982468,Western,NoHet
0.040470030620596,Eastern,NoHet
0.0815834790637515,Eastern,NoHet
0.0859824623687557,Eastern,NoHet
0.0747156519671472,Eastern,NoHet
0.0512728925959362,Eastern,NoHet
0.0986062668770684,Eastern,NoHet
0.0876826182013499,Eastern,NoHet
0.0459002404860218,Eastern,NoHet
0.0610752881146934,Eastern,NoHet
0.0609987045139748,Eastern,NoHet
0.0462063057241621,Eastern,NoHet
0.044278303418215,Eastern,NoHet
0.0502704266122102,Eastern,NoHet
0.0517468807920635,Eastern,NoHet
0.0502287011514905,Eastern,NoHet
0.0416070448679417,Eastern,NoHet
0.0465218446459858,Eastern,NoHet
0.0409381860717166,Eastern,NoHet
0.0992810079015289,Eastern,NoHet
0.0392962242845902,Eastern,NoHet
0.0499480469564059,Eastern,NoHet
0.0367337001195386,Eastern,NoHet
0.0468039017874182,Eastern,NoHet
0.0366895509252611,Eastern,NoHet
0.0510928243783577,Eastern,NoHet
0.0331303685404911,Eastern,NoHet
0.0618633505947452,Eastern,NoHet
0.0802694452044368,Eastern,NoHet
0.0421100323925482,Eastern,NoHet
0.0995163721547143,Eastern,NoHet
0.0388686767346271,Eastern,NoHet
0.0381766928545057,Eastern,NoHet
0.0786271197430228,Eastern,NoHet
0.0565591371010292,Eastern,NoHet
0.0850716617977866,Eastern,NoHet
0.0507401584917892,Eastern,NoHet
0.0979075527360788,Eastern,NoHet
0.0646293110146281,Eastern,NoHet
0.0746732945005381,Eastern,NoHet
0.0416814014384934,Eastern,NoHet
0.0446677454023891,Eastern,NoHet
0.0756478410896237,Eastern,NoHet
0.0777968938817292,Eastern,NoHet
0.066599132057838,Eastern,NoHet
0.108432048172077,Eastern,NoHet
0.0489428028045344,Eastern,NoHet
0.0541359839806956,Eastern,NoHet
0.0829002261853792,Eastern,NoHet
0.0539804319315146,Eastern,NoHet
0.0479760271350955,Eastern,NoHet
0.0406440611520511,Eastern,NoHet
0.043938302471556,Eastern,NoHet
0.0743477302546427,Eastern,NoHet
0.0425272463983632,Eastern,NoHet
0.0731585857491152,Eastern,NoHet
0.091555572891167,Eastern,NoHet
0.0913403366125278,Eastern,NoHet
0.085091304033809,Eastern,NoHet
0.0886355383574346,Eastern,NoHet
0.047736021054215,Eastern,NoHet
0.2070718845115207,Eastern,NoHet
0.0354780937852241,Eastern,NoHet
0.031483774842518,Eastern,NoHet
0.0446284309905744,Eastern,NoHet
0.0316462380372641,Eastern,NoHet
0.0392218458498914,Eastern,NoHet
0.0491914605246366,Eastern,NoHet
0.0297126167853802,Eastern,NoHet
0.0351427146380913,Eastern,NoHet
0.044887218217978,Eastern,NoHet
0.0387372224840263,Eastern,NoHet
0.0433659198481366,Eastern,NoHet
0.0330559738597213,Eastern,NoHet
0.0279756260088266,Eastern,NoHet
0.0386462053202307,Eastern,NoHet
0.0669805762332338,Eastern,NoHet
0.0554256665219203,Eastern,NoHet
0.1425352523386511,Eastern,NoHet
0.03519224591077,Eastern,NoHet
0.0548340317979136,Eastern,NoHet
0.0419316261022399,Eastern,NoHet
0.0502794665775461,Eastern,NoHet
0.057860319442603,Eastern,NoHet
0.0464228988785209,Eastern,NoHet
0.0381324227592605,Eastern,NoHet
0.045503267013377,Eastern,NoHet
0.0855735193162099,Eastern,NoHet
0.0487420716324029,Eastern,NoHet
0.0268000263450012,Eastern,NoHet
0.1482182202160582,Eastern,NoHet
0.1012140164338744,Eastern,NoHet
0.0656902835384929,Eastern,NoHet
0.0506912977267486,Eastern,NoHet
0.0372040210139694,Eastern,NoHet
0.036655985105946,Eastern,NoHet
0.03667351843911,Eastern,NoHet
0.0580591879356919,Eastern,NoHet
0.0335923397494317,Eastern,NoHet
0.0521855760113698,Eastern,NoHet
0.0471442209299934,Eastern,NoHet
0.036612446602624,Eastern,NoHet
0.0343385068053616,Eastern,NoHet
0.0660400255157676,Eastern,NoHet
0.0591553703554861,Eastern,NoHet
0.0438686280916933,Eastern,NoHet
0.0385935258422762,Eastern,NoHet
0.0364159748274814,Eastern,NoHet
0.0386273219225634,Eastern,NoHet
0.0387331152559988,Eastern,NoHet
0.0227391916717745,Eastern,NoHet
0.0516845416196825,Eastern,NoHet
0.0540877201424867,Eastern,NoHet
0.2222695000594446,Eastern_Border,Het
0.2563334054414221,Eastern_Border,Het
0.2601031035790132,Eastern_Border,Het
0.259115648062188,Eastern_Border,Het
0.2005146713990466,Eastern_Border,Het
0.1854760129642861,Eastern_Border,Het
0.2610883503982195,Eastern_Border,Het
0.241918708455373,Eastern_Border,Het
0.2234683602103744,Eastern,Het
0.1982599719838256,Western,Het
0.2602233865461714,Western,Het
0.2511901180735081,Western,Het
0.1967568858936205,Western,Het
0.2558110830830138,Western,Het
0.2079057776995529,Western,Het
0.190854091596537,Western,Het
0.2117772714605191,Western,Het
0.1981677776138666,Western,Het
0.1779949337455478,Western,Het
0.2326184418485134,Western_Border,Het
0.2534971624943201,Western_Border,Het
0.211525433293283,Western_Border,Het
0.2239231347961563,Western_Border,Het
0.2957698828483884,Western_Border,Het
0.2898385120274666,Western_Border,Het
0.2515635861417383,Western_Border,Het
0.2220340167621513,Western_Border,Het
0.2328851145485737,Western_Border,Het
0.2030955471457938,Western_Border,Het
0.2481437844600217,Western_Border,Het
0.2383165009959578,Western_Border,Het
0.2559955481269635,Western_Border,Het
0.2249694410137812,Western_Border,Het
0.182215919214181,Western_Border,Het
0.176159640648335,Western_Border,Het
0.1951737153557122,Western_Border,Het
0.1702303007066437,Western_Border,Het
0.1999163665700986,Western_Border,Het
0.2397252935330452,Western_Border,Het
0.2336852310248789,Western_Border,Het
0.204088947142354,Western_Border,Het
0.167485129939479,Western_Border,Het
0.2012192654164819,Western_Border,Het
0.1838524113658775,Western_Border,Het
0.1887881851105287,Western_Border,Het
0.1805428740515336,Western_Border,Het
0.1672492843401104,Western_Border,Het
0.1749731958445914,Western_Border,Het
0.1669231940130191,Western_Border,Het
0.1752851118221032,Western_Border,Het
0.2063451226295105,Western_Border,Het
0.2116150237189359,Western_Border,Het
0.2222388846476831,Western_Border,Het
0.2302080795377158,Western_Border,Het
0.298134997731685,Western_Border,Het
0.2180741108623693,Western_Border,Het
0.2561380272276674,Western,Het
0.258487772256239,Western,Het
0.2071641681503744,Western,Het
0.2408658432039427,Western,Het
0.2429277893103133,Western,Het
0.2306761789611953,Western,Het
0.2503730056351507,Western,Het
0.2265508725060606,Western,Het
0.209148633066172,Western,Het
0.2220916011437195,Western,Het
0.2159257283246823,Western,Het
0.2222225578364187,Western,Het
0.2572970842954482,Western,Het
0.2502921842473969,Western,Het
0.2343682543613769,Western,Het
0.214798372305917,Western,Het
0.2368333049278898,Western,Het
0.3025506339312903,Western,Het
0.302168540785503,Western,Het
0.2383554990954928,Western,Het
0.2239244597063181,Western,Het
0.2270731611745132,Western,Het
0.2528018908111354,Western,Het
0.3210192509583887,Western,Het
0.2399771467654016,Western,Het
0.2293776385781172,Western,Het
0.2280443888797053,Western,Het
0.2311699197602984,Western,Het
0.2963259814228518,Western,Het
0.2609548818116085,Western,Het
0.2675978774894446,Western,Het
0.2352577338926369,Western,Het
0.2422719952207164,Western,Het
0.2804493051282586,Western,Het
0.285239538083586,Western,Het
0.2558042545493061,Western,Het
0.2373753764192897,Western,Het
0.2407828722109141,Western,Het
0.2196423259000692,Western,Het
0.2332621295652911,Western,Het
0.2347492207464843,Western,Het
0.2634513721930305,Western,Het
0.2188740336121117,Western,Het
0.2240305968674227,Western,Het
0.2400304373925988,Western,Het
0.2459627730976292,Western,Het
0.1386685732511015,Eastern,Het
0.1941175269656142,Eastern,Het
0.2064156063766578,Eastern,Het
0.1976592005835105,Eastern,Het
0.1941992955301306,Eastern,Het
0.1597392110332245,Eastern,Het
0.1694905527715439,Eastern,Het
0.217584126120745,Eastern,Het
0.2166563603986101,Eastern,Het
0.1606900304570867,Eastern,Het
0.1949843474358326,Eastern,Het
0.165673360689379,Eastern,Het
0.1776583815576091,Eastern,Het
0.1856741274875323,Eastern,Het
0.1569051213637049,Eastern,Het
0.1657359065834407,Eastern,Het
0.1978808795580927,Eastern,Het
0.1813326564078645,Eastern,Het
0.2022049728227589,Eastern,Het
0.2689638481141163,Western,Het
0.2246946997320794,Western,Het
0.2430790291570459,Western,Het
0.222789110523411,Western,Het
0.2265607177200669,Western,Het
0.2328388411779332,Western,Het
0.331382683201204,Western,Het
0.2830858343501498,Western,Het
0.2747002177723239,Western,Het
0.2741311625860614,Western,Het
0.301672020907952,Western,Het
0.3248461998930085,Western,Het
0.3332122901733276,Western,Het
0.2419757183589556,Western,Het
0.2611992587779159,Western,Het
0.2967169942491711,Western,Het
0.2474089400002077,Western,Het
0.2488067488048567,Western,Het
0.2910432084232213,Western,Het
0.2771644916403125,Western,Het
0.9346168027272598,Western,Het
0.2587680586324224,Western,Het
0.2686513769639443,Western,Het
0.3054571329158789,Western,Het
0.3018066108751639,Western,Het
0.2659544399339579,Western,Het
0.268428747301071,Western,Het
0.2502480128415644,Western,Het
0.2350059623998963,Western,Het
0.212499549215275,Western,Het
0.2698835522638481,Western,Het
0.2194280966155884,Western,Het
0.2946178863393744,Western,Het
0.2229537064439282,Western,Het
0.2123891677912209,Western,Het
0.2484466395144764,Western,Het
0.2576533368617859,Western,Het
0.2468494846926608,Western,Het
0.2908143653877078,Western,Het
0.249058558659542,Western,Het
0.2533497362619789,Western,Het
0.2383660859248862,Western,Het
0.2144224180311676,Western,Het
0.2386485157658643,Western,Het
0.2474036198458014,Western,Het
0.1814458966269406,Western,Het
0.2406158639996567,Western,Het
0.9705435221098696,Western,Het
0.2252280828606427,Western,Het
0.2193749131431006,Western,Het
0.2177880681842462,Western,Het
0.1803120737508183,Eastern_Border,Het
0.2275916601344559,Eastern_Border,Het
0.2119241007099895,Eastern_Border,Het
0.2746711278758742,Eastern_Border,Het
0.2352087575588632,Western_Border,Het
0.2426286124175876,Western_Border,Het
0.2526630402766722,Western_Border,Het
0.2175163435849921,Western_Border,Het
0.2280492710770221,Western_Border,Het
0.3081327179947308,Western_Border,Het
0.1853575864591358,Western,Het
0.2096259127610898,Western,Het
0.149386125892788,Western,Het
0.2679366596248762,Western,Het
0.2677219153253076,Eastern_Border,Het
0.2629958809128712,Eastern_Border,Het
0.2138934304637441,Eastern_Border,Het
0.2402248994030583,Eastern_Border,Het
0.2122864805102593,Eastern_Border,Het
0.2456246129211919,Eastern_Border,Het
0.2276294234865983,Eastern_Border,Het
0.2354453316383373,Eastern_Border,Het
0.2255693978334824,Eastern_Border,Het
0.2946127074424033,Eastern_Border,Het
0.2928091758166973,Eastern_Border,Het
0.2439814410465791,Eastern_Border,Het
0.2470474353556438,Eastern_Border,Het
0.2379483679405685,Eastern_Border,Het
0.2338453054084811,Eastern_Border,Het
0.2133217254068418,Eastern_Border,Het
0.2174536304097331,Eastern_Border,Het
0.2263205078219665,Eastern_Border,Het
0.2908827459973403,Eastern_Border,Het
0.2943333363447251,Eastern_Border,Het
0.2164047284359201,Eastern,Het
0.2162282387506672,Eastern,Het
0.2336798951164337,Eastern,Het
0.2874883479862331,Eastern,Het
0.2963065053400558,Eastern,Het
0.2569034971308492,Eastern,Het
0.1958802013403912,Eastern,Het
0.2046433659647965,Eastern,Het
0.2460860448708585,Eastern,Het
0.2675376388104735,Eastern,Het
0.2613554250398363,Eastern,Het
0.1614298194250657,Eastern,Het
0.2038956570618123,Eastern,Het
0.2097315669417896,Eastern,Het
0.2179272923525336,Eastern,Het
0.2153433946918078,Eastern,Het
0.2519112239468556,Eastern,Het
0.1811212966065069,Eastern,Het
0.1828449321077285,Eastern,Het
0.2005096408706995,Eastern,Het
0.2134862893057777,Western,Het
0.2269047701166765,Western,Het
0.2016400801874609,Western,Het
0.2113084688389268,Eastern,Het
0.2622879609075642,Eastern,Het
0.262834329348804,Eastern,Het
0.2518397156485977,Eastern,Het
0.2227719814958075,Eastern,Het
0.2792768004053566,Eastern,Het
0.2680948987035333,Eastern,Het
0.2214623064699811,Eastern,Het
0.237932937618497,Eastern,Het
0.2343167970166535,Eastern,Het
0.2169244097543771,Eastern,Het
0.2106748050750577,Eastern,Het
0.2298509953722258,Eastern,Het
0.2262490733540935,Eastern,Het
0.2270854738196657,Eastern,Het
0.2118683316040326,Eastern,Het
0.2084772263955604,Eastern,Het
0.2115400052429698,Eastern,Het
0.2866793018240998,Eastern,Het
0.2082391157945397,Eastern,Het
0.2164136347180401,Eastern,Het
0.1959287071329876,Eastern,Het
0.2148737350157973,Eastern,Het
0.1923215582931957,Eastern,Het
0.2132690348495877,Eastern,Het
0.1951565348586657,Eastern,Het
0.2368666775588357,Eastern,Het
0.253909199974582,Eastern,Het
0.2068849053159107,Eastern,Het
0.2866061174790779,Eastern,Het
0.1995368134060807,Eastern,Het
0.1996434219031296,Eastern,Het
0.2523128297171267,Eastern,Het
0.2281009413304343,Eastern,Het
0.2589511309695316,Eastern,Het
0.2198999568577225,Eastern,Het
0.2783100849211586,Eastern,Het
0.2390644906090244,Eastern,Het
0.2493242419208299,Eastern,Het
0.2034835344182035,Eastern,Het
0.2076094426617716,Eastern,Het
0.2494938283493818,Eastern,Het
0.2466824786498349,Eastern,Het
0.2379772246872735,Eastern,Het
0.28936379872972,Eastern,Het
0.2174667039287408,Eastern,Het
0.2100495372712626,Eastern,Het
0.2646086755133418,Eastern,Het
0.2173311584466483,Eastern,Het
0.2127179943489389,Eastern,Het
0.1989592605664601,Eastern,Het
0.2052795684432932,Eastern,Het
0.251857924837692,Eastern,Het
0.2090909296595787,Eastern,Het
0.2460546777937198,Eastern,Het
0.2741828836887495,Eastern,Het
0.2721943481606156,Eastern,Het
0.260269679902374,Eastern,Het
0.2668123530752061,Eastern,Het
0.2165526627939966,Eastern,Het
0.3956584679098902,Eastern,Het
0.2051188482487523,Eastern,Het
0.1902916579465593,Eastern,Het
0.2155874407657401,Eastern,Het
0.1931639153839569,Eastern,Het
0.2068789799513646,Eastern,Het
0.2103760878342027,Eastern,Het
0.1956304031934451,Eastern,Het
0.2008296493628282,Eastern,Het
0.2144061073193037,Eastern,Het
0.2018655466439479,Eastern,Het
0.2039652905060922,Eastern,Het
0.1969137437321065,Eastern,Het
0.1923871193802473,Eastern,Het
0.2019293885734499,Eastern,Het
0.2439132730661704,Eastern,Het
0.2267550581179948,Eastern,Het
0.3352874447093964,Eastern,Het
0.1995104982650019,Eastern,Het
0.2183832600658084,Eastern,Het
0.2041768891507043,Eastern,Het
0.2243236337831278,Eastern,Het
0.2307362498865276,Eastern,Het
0.2126223221032862,Eastern,Het
0.2055243800383828,Eastern,Het
0.2195483769252619,Eastern,Het
0.267310419568405,Eastern,Het
0.2164487077041168,Eastern,Het
0.1948037709796954,Eastern,Het
0.346228098806643,Eastern,Het
0.2903477426230589,Eastern,Het
0.2373351640155508,Eastern,Het
0.2198766475538399,Eastern,Het
0.210062382181339,Eastern,Het
0.2030574398058562,Eastern,Het
0.1994699631765101,Eastern,Het
0.2338417010802076,Eastern,Het
0.1999983750217686,Eastern,Het
0.225338957447426,Eastern,Het
0.217108410140955,Eastern,Het
0.2068330904683812,Eastern,Het
0.1978965511769602,Eastern,Het
0.2424656149049612,Eastern,Het
0.2332760189299121,Eastern,Het
0.207474344729179,Eastern,Het
0.2061781139087222,Eastern,Het
0.2045380543760347,Eastern,Het
0.2051952348860486,Eastern,Het
0.2040356205714394,Eastern,Het
0.1811454854547417,Eastern,Het
0.2199435288137327,Eastern,Het
0.2203469979514424,Eastern,Het
